id,artist,title,mix,album,key,bpm,genre,datasets,output_filename
371036,"The Pharcyde, J Dilla (aka Jay Dee)",She Said,Remix Instrumental,Delicious Vinyl,G# minor,,Hip-Hop / R&B,beatport-edm,"371036 The Pharcyde, J Dilla (aka Jay Dee) - She Said (Remix Instrumental).mp3"
373434,Jerome Robins,Hysteria,Original Mix,Polytechnic Recordings,D minor,,Progressive House,beatport-edm,373434 Jerome Robins - Hysteria (Original Mix).mp3
376240,,,,,F minor,,trance,giantsteps-key,376240.mp3
384265,Sub Focus,Bluenote,Original Mix,Frequency,E minor,,Drum & Bass,beatport-edm,384265 Sub Focus - Bluenote (Original Mix).mp3
384364,"MLO, David Thomas",Fish Shack,Original Mix,Lo Recordings,F minor,,Electronica / Downtempo,beatport-edm,"384364 MLO, David Thomas - Fish Shack (Original Mix).mp3"
385707,"Gabriele D'Andrea, Andy Funk",Blow,Jump Mix,Reshape,D minor,,House,beatport-edm,"385707 Gabriele D'Andrea, Andy Funk - Blow (Jump Mix).mp3"
386088,"Re-fuge, CJ Stone, Milo",So Real feat. Nicole Tyler,Milo & CJ Stone Dub Mix,Embassy One,G minor,,Trance,beatport-edm,"386088 Re-fuge, CJ Stone, Milo - So Real feat. Nicole Tyler (Milo & CJ Stone Dub Mix).mp3"
388664,"Patrick Bunton, Tremor, Thera",Blow Job,Thera Vs. Tremor Mix,Tunnel Records,A minor,,Hard Dance,beatport-edm,"388664 Patrick Bunton, Tremor, Thera - Blow Job (Thera Vs. Tremor Mix).mp3"
392321,Marco Bailey,Scorpia,Original Mix,Bonzai Back Catalog,F# minor,,Trance,beatport-edm,392321 Marco Bailey - Scorpia (Original Mix).mp3
396112,Casual,It's All Good,Original Mix,Hieroglyphics Imperium,E major,,Hip-Hop / R&B,beatport-edm,396112 Casual - It's All Good (Original Mix).mp3
398124,Hybrid,Finished Symphony,Deadmau5 Remix,,D major,,progressive-house,giantsteps-key,398124 Hybrid - Finished Symphony (Deadmau5 Remix).mp3
400259,,,,,G minor,173,drum-and-bass,"giantsteps-key, giantsteps-tempo",400259.mp3
400929,Eric H,The Lights,Original Mix,Hotflush Recordings,A# major,,Dubstep,beatport-edm,400929 Eric H - The Lights (Original Mix).mp3
401815,White Girl Lust,Go & Get It feat. Spoek,Original Mix,Solid Bump,C# minor,,Hip-Hop / R&B,beatport-edm,401815 White Girl Lust - Go & Get It feat. Spoek (Original Mix).mp3
402978,"Kryptic Minds, Leon Switch",Simple To Lose,Original Mix,Hostile Recordings,E minor,,Drum & Bass,beatport-edm,"402978 Kryptic Minds, Leon Switch - Simple To Lose (Original Mix).mp3"
408635,Dbta,Nose To Nose,Original Mix,Resopal Schallware,X,,Minimal,beatport-edm,408635 Dbta - Nose To Nose (Original Mix).mp3
410637,Vandall,If You Want (My Love),Original Mix,Trancewarez,G# major,,Hard Dance,beatport-edm,410637 Vandall - If You Want (My Love) (Original Mix).mp3
423054,,,,,D minor,,progressive-house,giantsteps-key,423054.mp3
426992,,,,,,83.5,,giantsteps-tempo,426992.mp3
431138,Random Play,Hovvy Roller,Original Mix,Puzzle Traxx,A minor,,Electro House,beatport-edm,431138 Random Play - Hovvy Roller (Original Mix).mp3
431805,Sonny Aka,Submerge,Original Mix,Tunnel,F minor,,Hard Dance,beatport-edm,431805 Sonny Aka - Submerge (Original Mix).mp3
432966,"Brad Hed, Vandalism",The Girlz & Boyz,Vandalised Dub,Z Records,D minor,,Electro House,beatport-edm,"432966 Brad Hed, Vandalism - The Girlz & Boyz (Vandalised Dub).mp3"
435271,"Klems, Liloo",Green Day,Original Mix,Greenspot Music,B minor,,Trance,beatport-edm,"435271 Klems, Liloo - Green Day (Original Mix).mp3"
435443,Dubfire,I Feel Speed,Original Club Mix,,E minor,,progressive-house,giantsteps-key,435443 Dubfire - I Feel Speed (Original Club Mix).mp3
441969,Beat Assassins,We Run Tings,Original Mix,Mofo Recordings,E minor,,Breaks,beatport-edm,441969 Beat Assassins - We Run Tings (Original Mix).mp3
443912,Komonazmuk,Fear,Original Mix,Mode Recordings,G# minor,,Dubstep,beatport-edm,443912 Komonazmuk - Fear (Original Mix).mp3
446875,"Stefano Noferini, Mario Ochoa",Till You Come Back feat. Peyton,Mario Ochoa Dub Mix,Deeperfect Records,D minor,,House,beatport-edm,"446875 Stefano Noferini, Mario Ochoa - Till You Come Back feat. Peyton (Mario Ochoa Dub Mix).mp3"
450431,Dousk,Hammer,Original Mix,Vapour Recordings,E minor,,Progressive House,beatport-edm,450431 Dousk - Hammer (Original Mix).mp3
451169,Rob Jackson,My Crew,Original Mix,Nervous Records Hip Hop,C# minor,,Hip-Hop / R&B,beatport-edm,451169 Rob Jackson - My Crew (Original Mix).mp3
457131,Richard Bahericz & Claude Njoya,Electrochoc feat. Miss Kitty,Vocal Mix,Mone Music,E minor,,Electro House,beatport-edm,457131 Richard Bahericz & Claude Njoya - Electrochoc feat. Miss Kitty (Vocal Mix).mp3
460731,Sheek Louch,45 Minutes To Broadway,Clean Mix,KOCH Records,E major,,Hip-Hop / R&B,beatport-edm,460731 Sheek Louch - 45 Minutes To Broadway (Clean Mix).mp3
461880,Savannah Joe,Elevation,SJ's Ho Down Dub,Fuego Recordings,X,,Trance,beatport-edm,461880 Savannah Joe - Elevation (SJ's Ho Down Dub).mp3
466208,Kobain,K.O. Bain,Original Mix,Major League Entertainment,G# minor,,Hip-Hop / R&B,beatport-edm,466208 Kobain - K.O. Bain (Original Mix).mp3
470136,"Louis Slipperz, RawDog",Eleventh Hour,Original Mix,Rawdog,B minor,,Hip-Hop / R&B,beatport-edm,"470136 Louis Slipperz, RawDog - Eleventh Hour (Original Mix).mp3"
471711,Crying Freemen,You Can Loose Your Mind,Original Mix,Kagdila Records,G minor,,Psy-Trance,beatport-edm,471711 Crying Freemen - You Can Loose Your Mind (Original Mix).mp3
472626,,,,,G minor,,house,giantsteps-key,472626.mp3
482720,Iken,In Touch,Original Mix,Real Soon,D major,,Deep House,beatport-edm,482720 Iken - In Touch (Original Mix).mp3
486117,Ajk,Technostrobo,Original Mix,Tunnel,B minor,,Hard Dance,beatport-edm,486117 Ajk - Technostrobo (Original Mix).mp3
486395,"Galaxy 68, Flowtex",DJ Play My Song,Flowtex Extended Mix,Amathus Music,F# major,,Trance,beatport-edm,"486395 Galaxy 68, Flowtex - DJ Play My Song (Flowtex Extended Mix).mp3"
487971,Adamatic,Sad Song,Original Mix,Bomb Hip Hop,C major,,Hip-Hop / R&B,beatport-edm,487971 Adamatic - Sad Song (Original Mix).mp3
489351,2face Idibia,African Queen,MkD Remix,Kennis Music,A# major,,Hip-Hop / R&B,beatport-edm,489351 2face Idibia - African Queen (MkD Remix).mp3
489613,"Molemen, PNS",No Axe,Instrumental,Molemen Records,X,,Hip-Hop / R&B,beatport-edm,"489613 Molemen, PNS - No Axe (Instrumental).mp3"
491529,Timbuktu,Vibb aktuellt,Original Mix,Mahjong Music,A minor,,Hip-Hop / R&B,beatport-edm,491529 Timbuktu - Vibb aktuellt (Original Mix).mp3
495613,Cephalonya,Mind Your Step,Original Mix,Load Recordings,D minor,,Progressive House,beatport-edm,495613 Cephalonya - Mind Your Step (Original Mix).mp3
495905,Metrik,Your World - Original Mix,,,Bb minor,,drum-and-bass,giantsteps-key,495905 Metrik - Your World - Original Mix.mp3
497517,Rufige Kru,Vip Riders Chost (The Origin),Original Mix,Metalheadz,E minor,,Drum & Bass,beatport-edm,497517 Rufige Kru - Vip Riders Chost (The Origin) (Original Mix).mp3
501476,Nobody Famous,Growing Up Famous,Original Mix,Abstract Logic Recordings,D major,,Hip-Hop / R&B,beatport-edm,501476 Nobody Famous - Growing Up Famous (Original Mix).mp3
501562,Anansi,Never Where,Original Mix,DubKraft Records,C minor,,Dubstep,beatport-edm,501562 Anansi - Never Where (Original Mix).mp3
503690,"Subb-an, Matt Mancini",Italia Subculture,Subb-an Re-Edit,Leftroom Limited,D minor,,Techno,beatport-edm,"503690 Subb-an, Matt Mancini - Italia Subculture (Subb-an Re-Edit).mp3"
508703,"DJ Shine, Teknostep",No Turning Back feat. Jenna Anderson,Original Mix,Nice & Smooth,E major,,Deep House,beatport-edm,"508703 DJ Shine, Teknostep - No Turning Back feat. Jenna Anderson (Original Mix).mp3"
511348,,,,,E minor,,tech-house,giantsteps-key,511348.mp3
512956,"DJ Thoka, DJ Taylor, DJ Flow, Kosmonova",You Make Me Feel So Goood,Kosmonova's Hard-Experience Remix,TK Music Only,D minor,,Hard Dance,beatport-edm,"512956 DJ Thoka, DJ Taylor, DJ Flow, Kosmonova - You Make Me Feel So Goood (Kosmonova's Hard-Experience Remix).mp3"
515806,Canelason,Hommes De Passage,Original Mix,Believe,F#_ minor | F^ minor,,Hip-Hop / R&B,beatport-edm,515806 Canelason - Hommes De Passage (Original Mix).mp3
521598,Electric Noise,If You Wanna Dance,Electric Noise Mix,Venus Records,C# minor,,Electro House,beatport-edm,521598 Electric Noise - If You Wanna Dance (Electric Noise Mix).mp3
522851,Miro Pajic,Disappear In The Fog,Original Mix,Lazerslut,G# minor,,Minimal,beatport-edm,522851 Miro Pajic - Disappear In The Fog (Original Mix).mp3
528454,Altz,Dressing,Original Mix,Bear Funk,E major,,Deep House,beatport-edm,528454 Altz - Dressing (Original Mix).mp3
533963,Tikal,Sunshine Middle East,Remix,Planet B.E.N. Records,G minor,,Psy-Trance,beatport-edm,533963 Tikal - Sunshine Middle East (Remix).mp3
536497,Minimanima,Wise Moments,Original Mix,Axum Records,D minor,,Techno,beatport-edm,536497 Minimanima - Wise Moments (Original Mix).mp3
536656,,,,,,173,,giantsteps-tempo,536656.mp3
542315,Dimiz,The Electric Universe,Original Mix,Balkan Connection,B minor,,Tech House,beatport-edm,542315 Dimiz - The Electric Universe (Original Mix).mp3
542876,Atlantic Connection,Water,Original Mix,Advanced Recordings (UK),E minor,,Drum & Bass,beatport-edm,542876 Atlantic Connection - Water (Original Mix).mp3
547692,,,,,,170,,giantsteps-tempo,547692.mp3
558054,Sebrok,Almost Famous,Original Mix,Paso Music,F# minor,,Techno,beatport-edm,558054 Sebrok - Almost Famous (Original Mix).mp3
561086,Nu-Tone,123FM (Nobody Like You),Original Mix,Tangent,B major,,Drum & Bass,beatport-edm,561086 Nu-Tone - 123FM (Nobody Like You) (Original Mix).mp3
563669,"Chris Fraser, Ben Colin",Don't Bullshit Me feat. Marcie,Ben Colin Mix,System Recordings,E minor,,Progressive House,beatport-edm,"563669 Chris Fraser, Ben Colin - Don't Bullshit Me feat. Marcie (Ben Colin Mix).mp3"
571009,,,,,F minor,,progressive-house,giantsteps-key,571009.mp3
574098,"Mephisto Odyssey, Peter Paul",Superphonic,Peter Paul Remix,Groove Quest,A# minor,,Breaks,beatport-edm,"574098 Mephisto Odyssey, Peter Paul - Superphonic (Peter Paul Remix).mp3"
574896,Shin Nishimura,Bully Boy,Original Mix,Plus Records (Plus Tokyo),A minor,,Techno,beatport-edm,574896 Shin Nishimura - Bully Boy (Original Mix).mp3
575766,"Yotopia, Aerospace",3Delusions,Aerospace Remix,Spin Twist Records,A minor,,Psy-Trance,beatport-edm,"575766 Yotopia, Aerospace - 3Delusions (Aerospace Remix).mp3"
578325,Alert,Oblivion Cringe,Original Mix,Oblivion Fringe,X,,Dubstep,beatport-edm,578325 Alert - Oblivion Cringe (Original Mix).mp3
580557,Jeff Miller,Robot 7,Robotic Edit,Telepathy,D# major,,Techno,beatport-edm,580557 Jeff Miller - Robot 7 (Robotic Edit).mp3
582991,,,,,G minor,,electro-house,giantsteps-key,582991.mp3
585098,Klartraum,Control-C,Original Mix,Gastspiel Records,B minor,,Minimal,beatport-edm,585098 Klartraum - Control-C (Original Mix).mp3
587794,,,,,,140,,giantsteps-tempo,587794.mp3
588558,Thes One,Montage Minnesota,Original Mix,Tres Records,C major,,Hip-Hop / R&B,beatport-edm,588558 Thes One - Montage Minnesota (Original Mix).mp3
588879,Jazzsteppa,Five,Original Mix,MG77 Recordings,F minor,,Dubstep,beatport-edm,588879 Jazzsteppa - Five (Original Mix).mp3
598701,Fred Baker,Voices,Original Mix,[PIAS] Recordings,B minor,,Trance,beatport-edm,598701 Fred Baker - Voices (Original Mix).mp3
601207,Tricky,Coalition,Original Mix,Domino,D major,,Hip-Hop / R&B,beatport-edm,601207 Tricky - Coalition (Original Mix).mp3
603802,"Lopez, Ave Blaste",Drakefield Soul,Original Mix,Keep Up!,A minor,,Breaks,beatport-edm,"603802 Lopez, Ave Blaste - Drakefield Soul (Original Mix).mp3"
605407,Christian Sims,Tom In Da Beat,Club Mix,Believe Electro,D major,,Electro House,beatport-edm,605407 Christian Sims - Tom In Da Beat (Club Mix).mp3
608572,Biz,Promiseland,Original Mix,Cliq Records,D major,,Techno,beatport-edm,608572 Biz - Promiseland (Original Mix).mp3
608703,"Titus1, Erga",Couture,Electro Selectah Erga Remix,Total Wipes,D minor,,Electro House,beatport-edm,"608703 Titus1, Erga - Couture (Electro Selectah Erga Remix).mp3"
611797,Si Begg,Sunshine 08 - Original Mix,,,A major,,techno,giantsteps-key,611797 Si Begg - Sunshine 08 - Original Mix.mp3
611801,Frenessy,Frequency Request,Frenessy Remix,AP Records,A minor,,Psy-Trance,beatport-edm,611801 Frenessy - Frequency Request (Frenessy Remix).mp3
611928,DJ Luciano Mancini,Got,Original Mix,Traxbit,E minor,,Electro House,beatport-edm,611928 DJ Luciano Mancini - Got (Original Mix).mp3
611933,Cult Of The 13Th Hour,The Way Of The Gun,Original Mix,Planet Mu,F minor,,Dubstep,beatport-edm,611933 Cult Of The 13Th Hour - The Way Of The Gun (Original Mix).mp3
616128,"The Mint Frame Of Mind, Toni Rios",Frogs With Potatoes And Sour Cream,Toni Rios Remix,Carica Forza,D minor,,Tech House,beatport-edm,"616128 The Mint Frame Of Mind, Toni Rios - Frogs With Potatoes And Sour Cream (Toni Rios Remix).mp3"
616415,Sunfreakz,Drive Out,Original Radio Edit,Oxyd Back Cat,D# major,,Trance,beatport-edm,616415 Sunfreakz - Drive Out (Original Radio Edit).mp3
617609,Réel Carter,Des Regards,Original Mix,Believe,C# major,,Hip-Hop / R&B,beatport-edm,617609 Réel Carter - Des Regards (Original Mix).mp3
628368,"Ava Dayton, Calla McLoud",All The Way,Calla McLoud Electro Club Mix,Amathus Music,D major,,Progressive House,beatport-edm,"628368 Ava Dayton, Calla McLoud - All The Way (Calla McLoud Electro Club Mix).mp3"
628617,Soco Audio,Junebug,Original Mix,BasicLUX Records,C# minor,,Deep House,beatport-edm,628617 Soco Audio - Junebug (Original Mix).mp3
631240,,,,,G minor,,minimal,giantsteps-key,631240.mp3
631883,,,,,C minor,,house,giantsteps-key,631883.mp3
633082,,,,,,126,,giantsteps-tempo,633082.mp3
633283,Sun Control Species,Kick Me Shake Me,Original Mix,Iboga Records,E minor,,Psy-Trance,beatport-edm,633283 Sun Control Species - Kick Me Shake Me (Original Mix).mp3
634032,,,,,E minor,,electro-house,giantsteps-key,634032.mp3
635716,Tuxedomoon,I Was An Apple In The House Of Orange,Original Mix,LTM Recordings,A minor,,Electronica / Downtempo,beatport-edm,635716 Tuxedomoon - I Was An Apple In The House Of Orange (Original Mix).mp3
638337,The Fratt House,P.I.M.P. feat. Ced B,Original Mix,Fratthouse Ent.,D minor,,Hip-Hop / R&B,beatport-edm,638337 The Fratt House - P.I.M.P. feat. Ced B (Original Mix).mp3
638879,DJ Nori,Nomad,Original Mix,Flower Records,A minor,,Deep House,beatport-edm,638879 DJ Nori - Nomad (Original Mix).mp3
643172,"Brooklyn Bounce, DJ Brush",Get Ready to Bounce Recall 08,DJ Brush Remix,Mental Madness Records,G minor,,Hard Dance,beatport-edm,"643172 Brooklyn Bounce, DJ Brush - Get Ready to Bounce Recall 08 (DJ Brush Remix).mp3"
645331,Ki.Mi.,Mono Laun,Original Mix,Stereooxid,G minor,,Minimal,beatport-edm,645331 Ki.Mi. - Mono Laun (Original Mix).mp3
645959,"Adam Polo, Elomak",Cotton Candy,Elomak Remix,Formule Records,D minor,,Electro House,beatport-edm,"645959 Adam Polo, Elomak - Cotton Candy (Elomak Remix).mp3"
650084,Reinhard Voigt,Im Wandel Der Zeit 8,Original Mix,Kompakt,B major,,Techno,beatport-edm,650084 Reinhard Voigt - Im Wandel Der Zeit 8 (Original Mix).mp3
650341,Phun-tastik,Pizzicato Passion,Radio Edit,Kimiko Records,D minor,,Electro House,beatport-edm,650341 Phun-tastik - Pizzicato Passion (Radio Edit).mp3
650371,"Hyper, G.e.R.M",Centre Attraction,G.e.R.M Mix,Kilowatt Records,A minor,,Breaks,beatport-edm,"650371 Hyper, G.e.R.M - Centre Attraction (G.e.R.M Mix).mp3"
650505,G-Light,Aint Talking About,Original Mix,Icarus Creations,A minor,,Psy-Trance,beatport-edm,650505 G-Light - Aint Talking About (Original Mix).mp3
650820,Grady G,Shut The Fuck Up,Original Mix,Boshed Recordings,X,,Hard Dance,beatport-edm,650820 Grady G - Shut The Fuck Up (Original Mix).mp3
654335,2 Live Crew,Get It Girl,Extended Mix,Lil' Joe Records,X,,Hip-Hop / R&B,beatport-edm,654335 2 Live Crew - Get It Girl (Extended Mix).mp3
656533,Tremo,Flat Wallet,Original Mix,Hardplace,E minor,,Electro House,beatport-edm,656533 Tremo - Flat Wallet (Original Mix).mp3
657010,"Felipe Avelar, Olie, Jeff T",Electric Boogaloo feat. Olie,Jeff T Remix,Prompt Digital,D minor,,Electro House,beatport-edm,"657010 Felipe Avelar, Olie, Jeff T - Electric Boogaloo feat. Olie (Jeff T Remix).mp3"
667508,Stimming,Una Pena,Argy's,,D minor,,tech-house,giantsteps-key,667508 Stimming - Una Pena (Argy's).mp3
671546,,,,,A minor,,trance,giantsteps-key,671546.mp3
672063,,,,,,175,,giantsteps-tempo,672063.mp3
672064,,,,,,175,,giantsteps-tempo,672064.mp3
673637,Fleur Earth,Hundesohn,Original Mix,Melting Pot Music,A# minor,,Hip-Hop / R&B,beatport-edm,673637 Fleur Earth - Hundesohn (Original Mix).mp3
675299,M-Animals,Lick It,Original Mix,Shake Records,E major,,Minimal,beatport-edm,675299 M-Animals - Lick It (Original Mix).mp3
677299,Angel Alanis,Cage Me In,Angel Alanis' Tweak Remix,,Gb major,,electro-house,giantsteps-key,677299 Angel Alanis - Cage Me In (Angel Alanis' Tweak Remix).mp3
678406,Hybrid,Formula Of Fear,Uberzone Vocal Mix,,E minor,,progressive-house,giantsteps-key,678406 Hybrid - Formula Of Fear (Uberzone Vocal Mix).mp3
680345,"Asana, Moyunijumo",Chibet Dream - Circus In Lotus - Mirror In The Water,Moyunijumo Mix,Thanks Giving,E major,,Electronica / Downtempo,beatport-edm,"680345 Asana, Moyunijumo - Chibet Dream - Circus In Lotus - Mirror In The Water (Moyunijumo Mix).mp3"
681908,"Alic, Theme Fe",French Tripping,Theme Fe Remix,Soundmute Recordings,C# minor,,Techno,beatport-edm,"681908 Alic, Theme Fe - French Tripping (Theme Fe Remix).mp3"
682387,"Berovic, Leicher",Owabi,Original Mix,Einmaleins Musik,C# minor,,Minimal,beatport-edm,"682387 Berovic, Leicher - Owabi (Original Mix).mp3"
682724,UnderThis,Black And White - Original Mix,,,C major,,breaks,giantsteps-key,682724 UnderThis - Black And White - Original Mix.mp3
685481,"Kryptic Minds, Leon Switch",Minor Nine,Kryptic Minds & Leon Switch Remix,Defcom,A minor,,Dubstep,beatport-edm,"685481 Kryptic Minds, Leon Switch - Minor Nine (Kryptic Minds & Leon Switch Remix).mp3"
686686,Onda Quantica,To The Limit,Original Mix,2Real,D minor,,Psy-Trance,beatport-edm,686686 Onda Quantica - To The Limit (Original Mix).mp3
687183,The 4th Floor,Together,Minimal Remix,Bonzai Back Catalog,C minor,,Minimal,beatport-edm,687183 The 4th Floor - Together (Minimal Remix).mp3
687544,"Otisto 23, Laurent de Wilde, Dual Snake",Compa,Dual Snake Remix,DTC Records,A minor,,Dubstep,beatport-edm,"687544 Otisto 23, Laurent de Wilde, Dual Snake - Compa (Dual Snake Remix).mp3"
691545,Echonomist,Polycarbonate,Original Mix,Resopal Schallware,C# minor,,Minimal,beatport-edm,691545 Echonomist - Polycarbonate (Original Mix).mp3
691688,,,,,,93,,giantsteps-tempo,691688.mp3
691694,,,,,,90,,giantsteps-tempo,691694.mp3
691843,"Krieger, Feuersanger, Dennis Grell",Muunlight,Dennis Grell Mix,Olav Bel Goe Music,C# major,,Electro House,beatport-edm,"691843 Krieger, Feuersanger, Dennis Grell - Muunlight (Dennis Grell Mix).mp3"
693512,John Askew,667,Original Mix,Discover Records  (UK),E major | C# minor,,Trance,beatport-edm,693512 John Askew - 667 (Original Mix).mp3
694157,"Combo, Neuroxyde",So Sexy,Neuroxyde Remix,303Lovers,D minor,,Tech House,beatport-edm,"694157 Combo, Neuroxyde - So Sexy (Neuroxyde Remix).mp3"
694280,"One Of Them, Addled",Contagious Error,Addled's Kecak Mix,Fade Records,D minor,,Tech House,beatport-edm,"694280 One Of Them, Addled - Contagious Error (Addled's Kecak Mix).mp3"
